tasklist_id,label,deskripsi,lokasi,detail_lokasi,lokasi_merged,teks_final
8240856,Non TBC,Jalan undulating dalam,Pit West,Akses Mine Road,"Pit West, Akses Mine Road","[DESKRIPSI]: Jalan undulating dalam [LOKASI]: Pit West, Akses Mine Road"
8237014,Non TBC,Sampah belum dibuang,Aktivitas Area High Risk,Project Mess Multi Ardecon,"Aktivitas Area High Risk, Project Mess Multi Ardecon","[DESKRIPSI]: Sampah belum dibuang [LOKASI]: Aktivitas Area High Risk, Project Mess Multi Ardecon"
8236546,Non TBC,Cat berhamburan tidak berada pada tempat nya,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Cat berhamburan tidak berada pada tempat nya [LOKASI]: Towing Tug, TB KSA 97"
8236367,Non TBC,Genangan air di Lantai bays,Main Workshop Pama,Bays 2 (Track),"Main Workshop Pama, Bays 2 (Track)","[DESKRIPSI]: Genangan air di Lantai bays [LOKASI]: Main Workshop Pama, Bays 2 (Track)"
8235617,Non TBC,Tabung LPG belum di inspeksi,Workshop Fabrikasi BUMA KM 7,Bays Rapair,"Workshop Fabrikasi BUMA KM 7, Bays Rapair","[DESKRIPSI]: Tabung LPG belum di inspeksi [LOKASI]: Workshop Fabrikasi BUMA KM 7, Bays Rapair"
8235331,Non TBC,Front loading undulating,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: Front loading undulating [LOKASI]: Pit West, Front Loading"
7315941,Non TBC,Terdapat unit DTH-027 Breakdown di area parkiran Beaching Point belum ada service tag,,,,[DESKRIPSI]: Terdapat unit DTH-027 Breakdown di area parkiran Beaching Point belum ada service tag
8240598,Non TBC,Batu bara tumpah,CPP Binungan,TLC CPP Bin BC,"CPP Binungan, TLC CPP Bin BC","[DESKRIPSI]: Batu bara tumpah [LOKASI]: CPP Binungan, TLC CPP Bin BC"
8239244,Non TBC,"Safety line terlepas, segera pasang kembali",(B8) Civil Project,Pembangunan Bandara ME J,"(B8) Civil Project, Pembangunan Bandara ME J","[DESKRIPSI]: Safety line terlepas, segera pasang kembali [LOKASI]: (B8) Civil Project, Pembangunan Bandara ME J"
8239036,Non TBC,Jalan simpang keluar dari Front Loading EX 1260 belum ada rambu STOP,Pit East 1,Front loading OB,"Pit East 1, Front loading OB","[DESKRIPSI]: Jalan simpang keluar dari Front Loading EX 1260 belum ada rambu STOP [LOKASI]: Pit East 1, Front loading OB"
8238623,Non TBC,Sarung tangan safety tidak disimpan dengan baik,EKSPLORASI LATI,AREA AKTIFITAS SURVEY,"EKSPLORASI LATI, AREA AKTIFITAS SURVEY","[DESKRIPSI]: Sarung tangan safety tidak disimpan dengan baik [LOKASI]: EKSPLORASI LATI, AREA AKTIFITAS SURVEY"
8236025,Non TBC,Posisi lampu terlalu ke atas,Project Rehandling Soil OPP,Front Loading,"Project Rehandling Soil OPP, Front Loading","[DESKRIPSI]: Posisi lampu terlalu ke atas [LOKASI]: Project Rehandling Soil OPP, Front Loading"
8234951,Non TBC,Unit tidak di cuci dengan bersih,Main Workshop Pama,Bays 2 (Track),"Main Workshop Pama, Bays 2 (Track)","[DESKRIPSI]: Unit tidak di cuci dengan bersih [LOKASI]: Main Workshop Pama, Bays 2 (Track)"
8234856,Non TBC,Kondisi jalan mengarah front loading MIJ 184 undulating,(B8) Pit J,Front Loading Coal,"(B8) Pit J, Front Loading Coal","[DESKRIPSI]: Kondisi jalan mengarah front loading MIJ 184 undulating [LOKASI]: (B8) Pit J, Front Loading Coal"
8239189,Non TBC,Pemasangan ganjal tidak tepat,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Pemasangan ganjal tidak tepat [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8238218,Non TBC,Kunci kunci tidk di kembalikan pada tempatnya,Towing Tug,TB KSA 101,"Towing Tug, TB KSA 101","[DESKRIPSI]: Kunci kunci tidk di kembalikan pada tempatnya [LOKASI]: Towing Tug, TB KSA 101"
8236622,Non TBC,Genset Towerlamp 192 belum di lengkapi dengan APAR,ROM Central,Parkiran Unit,"ROM Central, Parkiran Unit","[DESKRIPSI]: Genset Towerlamp 192 belum di lengkapi dengan APAR [LOKASI]: ROM Central, Parkiran Unit"
8235060,Non TBC,Tinggi bundwall tidak standar,Pit EFG,Front Dumping PAMA,"Pit EFG, Front Dumping PAMA","[DESKRIPSI]: Tinggi bundwall tidak standar [LOKASI]: Pit EFG, Front Dumping PAMA"
6686012,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Mekanik tidak menggunakan tangga saat naik turun unit,,,,[DESKRIPSI]: Mekanik tidak menggunakan tangga saat naik turun unit
8210588,7. LOTO,Saat akan melakukan perbaikan di unit DZ103 kondisi box LOTO sudah rusak sehingga LOTO yang dipasang tidak sesuai dengan fungsinya atau isolasi tidak berfungsi karena sumber energi masih bisa diaktifkan tanpa harus membuka LOTO yg sudah terpasang.,Pit SE2,Front Loading,"Pit SE2, Front Loading","[DESKRIPSI]: Saat akan melakukan perbaikan di unit DZ103 kondisi box LOTO sudah rusak sehingga LOTO yang dipasang tidak sesuai dengan fungsinya atau isolasi tidak berfungsi karena sumber energi masih bisa diaktifkan tanpa harus membuka LOTO yg sudah terpasang. [LOKASI]: Pit SE2, Front Loading"
8239701,Non TBC,Tumpahan batu bara,CPP Binungan,TLC CPP Bin BC,"CPP Binungan, TLC CPP Bin BC","[DESKRIPSI]: Tumpahan batu bara [LOKASI]: CPP Binungan, TLC CPP Bin BC"
8238911,Non TBC,(IT) lampu mayang mati pm 107,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: (IT) lampu mayang mati pm 107 [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8238906,Non TBC,(IT) lampu mayang PM 130 mati,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: (IT) lampu mayang PM 130 mati [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8235588,Non TBC,Komunikasi tdk sampai karna crowded,(B8) Road Management,Jln. Komodo,"(B8) Road Management, Jln. Komodo","[DESKRIPSI]: Komunikasi tdk sampai karna crowded [LOKASI]: (B8) Road Management, Jln. Komodo"
8240570,Non TBC,Jalan masuk front undulating,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: Jalan masuk front undulating [LOKASI]: Pit West, Front Loading"
8240345,Non TBC,Cutting edge aus,Aktivitas Area High Risk,IBDW Area Pit L East/Timur PAMA,"Aktivitas Area High Risk, IBDW Area Pit L East/Timur PAMA","[DESKRIPSI]: Cutting edge aus [LOKASI]: Aktivitas Area High Risk, IBDW Area Pit L East/Timur PAMA"
8240249,Non TBC,Belum ada rambu di persimpangan disposal,Project Diversion Selatan PAMA,Front Dumping Disposal PAMA,"Project Diversion Selatan PAMA, Front Dumping Disposal PAMA","[DESKRIPSI]: Belum ada rambu di persimpangan disposal [LOKASI]: Project Diversion Selatan PAMA, Front Dumping Disposal PAMA"
8239860,Non TBC,Jalan disposal pit k berlubang,Project Diversion Selatan PAMA,Front Dumping Disposal PAMA,"Project Diversion Selatan PAMA, Front Dumping Disposal PAMA","[DESKRIPSI]: Jalan disposal pit k berlubang [LOKASI]: Project Diversion Selatan PAMA, Front Dumping Disposal PAMA"
8239025,Non TBC,Sampah wadah non organik sudah penuh,(B PMO) Warehouse,(B PMO) Warehouse KDC,(B PMO) Warehouse KDC,[DESKRIPSI]: Sampah wadah non organik sudah penuh [LOKASI]: (B PMO) Warehouse KDC
8238816,Non TBC,Akses jalan menuju ketitik belum ada Aksesnya,EKSPLORASI BINUNGAN 10,AREA PENGEBORAN - RIG MB 39,"EKSPLORASI BINUNGAN 10, AREA PENGEBORAN - RIG MB 39","[DESKRIPSI]: Akses jalan menuju ketitik belum ada Aksesnya [LOKASI]: EKSPLORASI BINUNGAN 10, AREA PENGEBORAN - RIG MB 39"
8238014,5. Deviasi Loading/Dumping,Disposal ipdl limiter belum update,Pit SE2,Disposal,"Pit SE2, Disposal","[DESKRIPSI]: Disposal ipdl limiter belum update [LOKASI]: Pit SE2, Disposal"
8237011,Non TBC,Terdapat jalan berlubang di area mess,Aktivitas Area High Risk,Project Mess Multi Ardecon,"Aktivitas Area High Risk, Project Mess Multi Ardecon","[DESKRIPSI]: Terdapat jalan berlubang di area mess [LOKASI]: Aktivitas Area High Risk, Project Mess Multi Ardecon"
8236793,5. Deviasi Loading/Dumping,Dump limiter belum terupdate,Pit West,Front Dumping,"Pit West, Front Dumping","[DESKRIPSI]: Dump limiter belum terupdate [LOKASI]: Pit West, Front Dumping"
8236484,5. Deviasi Loading/Dumping,Dumping limiter belum update,Pit West,Front Dumping,"Pit West, Front Dumping","[DESKRIPSI]: Dumping limiter belum update [LOKASI]: Pit West, Front Dumping"
8236120,5. Deviasi Loading/Dumping,Dumping limiter belum di update,(B8) Pit Z,Disposal,"(B8) Pit Z, Disposal","[DESKRIPSI]: Dumping limiter belum di update [LOKASI]: (B8) Pit Z, Disposal"
8236060,Non TBC,Isolator kabel rusak potensi short,Office Plant Pama,Infrastruktur Office Plant PAMA,Infrastruktur Office Plant PAMA,[DESKRIPSI]: Isolator kabel rusak potensi short [LOKASI]: Infrastruktur Office Plant PAMA
8234931,Non TBC,Unit wl bd. Terparkir di ws belum terpasang ganjal.,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Unit wl bd. Terparkir di ws belum terpasang ganjal. [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8234867,Non TBC,Unit breakdown tanpa ganjal ban,Workshop Fabrikasi Pama,Bays Fabrikasi,"Workshop Fabrikasi Pama, Bays Fabrikasi","[DESKRIPSI]: Unit breakdown tanpa ganjal ban [LOKASI]: Workshop Fabrikasi Pama, Bays Fabrikasi"
6713556,5. Deviasi Loading/Dumping,Dumping limiter disposal Efg belum di update,,,,[DESKRIPSI]: Dumping limiter disposal Efg belum di update
8240179,Non TBC,Kondiai jalan menuju front loading ex 113 seam H undulating,(B8) Pit J,Front Loading Coal,"(B8) Pit J, Front Loading Coal","[DESKRIPSI]: Kondiai jalan menuju front loading ex 113 seam H undulating [LOKASI]: (B8) Pit J, Front Loading Coal"
8239541,Non TBC,Tumpahan depan hopper CR 13,CPP Binungan,Crusher CPP Bin BC,"CPP Binungan, Crusher CPP Bin BC","[DESKRIPSI]: Tumpahan depan hopper CR 13 [LOKASI]: CPP Binungan, Crusher CPP Bin BC"
8236957,Non TBC,Menggunakan rompi safety dengan resleting belum dipasang dengan benar,(B8) Pit CD,Front Loading OB,"(B8) Pit CD, Front Loading OB","[DESKRIPSI]: Menggunakan rompi safety dengan resleting belum dipasang dengan benar [LOKASI]: (B8) Pit CD, Front Loading OB"
8236867,Non TBC,terdapat jalan undulating di area manuver unit hauler di area rom 3,(B PMO) ROM,ROM 3 KDC,"(B PMO) ROM, ROM 3 KDC","[DESKRIPSI]: terdapat jalan undulating di area manuver unit hauler di area rom 3 [LOKASI]: (B PMO) ROM, ROM 3 KDC"
8235720,Non TBC,Terdapat sampah kotak makanan di penempatan helm tidak higienis,Warehouse Altrak,Penempatan Spare Part,"Warehouse Altrak, Penempatan Spare Part","[DESKRIPSI]: Terdapat sampah kotak makanan di penempatan helm tidak higienis [LOKASI]: Warehouse Altrak, Penempatan Spare Part"
8235242,Non TBC,tumpahan oli dapat mengakibatkan lantai licin,Assist Tug Sungai,TB TENANG 1602,"Assist Tug Sungai, TB TENANG 1602","[DESKRIPSI]: tumpahan oli dapat mengakibatkan lantai licin [LOKASI]: Assist Tug Sungai, TB TENANG 1602"
8234779,Non TBC,Lampu kerja atas cabin unit ex3954 mati,(B PMO) Pit Q1,Pit Stop A2B Q1 KDC,"(B PMO) Pit Q1, Pit Stop A2B Q1 KDC","[DESKRIPSI]: Lampu kerja atas cabin unit ex3954 mati [LOKASI]: (B PMO) Pit Q1, Pit Stop A2B Q1 KDC"
8241363,Non TBC,Apar belum di inspeksi,Coal Hauling,Jalan Rinjani,"Coal Hauling, Jalan Rinjani","[DESKRIPSI]: Apar belum di inspeksi [LOKASI]: Coal Hauling, Jalan Rinjani"
8240642,Non TBC,Pompa Grease kosong sudah tidak bisa ngisap pompa,Floating Crane,CTS Bulk Derawan,"Floating Crane, CTS Bulk Derawan","[DESKRIPSI]: Pompa Grease kosong sudah tidak bisa ngisap pompa [LOKASI]: Floating Crane, CTS Bulk Derawan"
8240459,Non TBC,lampu kerja DT1786 mati sebelah,PIT STOP Pit L,Area Daily Check Maintenance,"PIT STOP Pit L, Area Daily Check Maintenance","[DESKRIPSI]: lampu kerja DT1786 mati sebelah [LOKASI]: PIT STOP Pit L, Area Daily Check Maintenance"
8238804,Non TBC,Sampah domestik buang ke tempat sampah,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Sampah domestik buang ke tempat sampah [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8238799,Non TBC,Sampah domestik Buang ke tempat sampah,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Sampah domestik Buang ke tempat sampah [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8238012,Non TBC,TBC lubang berlumpur,Area Kritis,[C2HS] DRILL BLAST,"Area Kritis, [C2HS] DRILL BLAST","[DESKRIPSI]: TBC lubang berlumpur [LOKASI]: Area Kritis, [C2HS] DRILL BLAST"
8237170,Non TBC,Sampah penuh belum dibuang,Change shift Barokah LD/DT,Akses Jalan Change Shift,"Change shift Barokah LD/DT, Akses Jalan Change Shift","[DESKRIPSI]: Sampah penuh belum dibuang [LOKASI]: Change shift Barokah LD/DT, Akses Jalan Change Shift"
8235573,Non TBC,jalan menuju disposal maratua lembek pasca hujan potensi unit amblas,(B8) Road Management,Jln Maratua,"(B8) Road Management, Jln Maratua","[DESKRIPSI]: jalan menuju disposal maratua lembek pasca hujan potensi unit amblas [LOKASI]: (B8) Road Management, Jln Maratua"
8234938,Non TBC,Kip apar wll 01 belum diupdate dan rusak,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Kip apar wll 01 belum diupdate dan rusak [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8234935,Non TBC,Kip apar wll 01 rusak dan belum diupdate,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Kip apar wll 01 rusak dan belum diupdate [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8241265,Non TBC,Tumpahan batubara,(BUMA) Pos Pengawas,Pos Pengawas KM 28 BUMA,"(BUMA) Pos Pengawas, Pos Pengawas KM 28 BUMA","[DESKRIPSI]: Tumpahan batubara [LOKASI]: (BUMA) Pos Pengawas, Pos Pengawas KM 28 BUMA"
8240931,Non TBC,Sampah di Cs LD belum diangkut,Road Management,Jalan Ikhlas,"Road Management, Jalan Ikhlas","[DESKRIPSI]: Sampah di Cs LD belum diangkut [LOKASI]: Road Management, Jalan Ikhlas"
8240653,Non TBC,sekop yang rusak dan tidak layak pakai,Floating Crane,CTS Bulk Derawan,"Floating Crane, CTS Bulk Derawan","[DESKRIPSI]: sekop yang rusak dan tidak layak pakai [LOKASI]: Floating Crane, CTS Bulk Derawan"
8239493,Non TBC,Ada tumpahan batu bara,CPP Binungan,TLC CPP Bin BC,"CPP Binungan, TLC CPP Bin BC","[DESKRIPSI]: Ada tumpahan batu bara [LOKASI]: CPP Binungan, TLC CPP Bin BC"
8238519,Non TBC,Kondisi jalan undulating di akses masuk opd west,Area Kritis,[C2HU] LOADING SOIL DI OPD WEST,"Area Kritis, [C2HU] LOADING SOIL DI OPD WEST","[DESKRIPSI]: Kondisi jalan undulating di akses masuk opd west [LOKASI]: Area Kritis, [C2HU] LOADING SOIL DI OPD WEST"
8237278,Non TBC,terdapat undulating pada jalan area front loading,Project Rehandling Soil OPP,Front Loading,"Project Rehandling Soil OPP, Front Loading","[DESKRIPSI]: terdapat undulating pada jalan area front loading [LOKASI]: Project Rehandling Soil OPP, Front Loading"
8235229,Non TBC,Tumpukan batubara di area tripper,Floating Crane,FLF Ocean Flow,"Floating Crane, FLF Ocean Flow","[DESKRIPSI]: Tumpukan batubara di area tripper [LOKASI]: Floating Crane, FLF Ocean Flow"
7224358,5. Deviasi Loading/Dumping,tidak ada digging limit berpotensi overcut #tbc,,,,[DESKRIPSI]: tidak ada digging limit berpotensi overcut #tbc
8241126,Non TBC,Dumping tumpuk tumpuk,Handling Soil East KDC,Dumping Stocksoil East KDC,"Handling Soil East KDC, Dumping Stocksoil East KDC","[DESKRIPSI]: Dumping tumpuk tumpuk [LOKASI]: Handling Soil East KDC, Dumping Stocksoil East KDC"
8241068,Non TBC,Lampu penerangan tidak di matikan di siang hari,Towing Tug,TB KSA 104,"Towing Tug, TB KSA 104","[DESKRIPSI]: Lampu penerangan tidak di matikan di siang hari [LOKASI]: Towing Tug, TB KSA 104"
8239237,Non TBC,"Label tempat sampah terlepas
",Towing Tug,TB KSA 73,"Towing Tug, TB KSA 73","[DESKRIPSI]: Label tempat sampah terlepas [LOKASI]: Towing Tug, TB KSA 73"
8238781,Non TBC,Tidak ada Patok retro,Project Diversion Selatan BAR,Akses Road,"Project Diversion Selatan BAR, Akses Road","[DESKRIPSI]: Tidak ada Patok retro [LOKASI]: Project Diversion Selatan BAR, Akses Road"
8238672,5. Deviasi Loading/Dumping,Dumping limiter belum update,Pit East 1,Akses Mine Road,"Pit East 1, Akses Mine Road","[DESKRIPSI]: Dumping limiter belum update [LOKASI]: Pit East 1, Akses Mine Road"
8238292,Non TBC,"Jalan agatis berdebu,butuh penyiraman",(B PMO) Hauling Road,Jalan Hauling Agatis KDC,"(B PMO) Hauling Road, Jalan Hauling Agatis KDC","[DESKRIPSI]: Jalan agatis berdebu,butuh penyiraman [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Agatis KDC"
8238100,Non TBC,Jln berlubang,Office BC,Office BC,Office BC,[DESKRIPSI]: Jln berlubang [LOKASI]: Office BC
8237446,Non TBC,Tool tidak dikembalikan ketempatnya,Main Workshop Pama,Bays 2 (Track),"Main Workshop Pama, Bays 2 (Track)","[DESKRIPSI]: Tool tidak dikembalikan ketempatnya [LOKASI]: Main Workshop Pama, Bays 2 (Track)"
8236198,Non TBC,Front undulating,(B8) Pit C2,Front Loading Coal,"(B8) Pit C2, Front Loading Coal","[DESKRIPSI]: Front undulating [LOKASI]: (B8) Pit C2, Front Loading Coal"
8235057,Non TBC,Tta jalan undulating lembek,(B8) Pit J,Disposal,"(B8) Pit J, Disposal","[DESKRIPSI]: Tta jalan undulating lembek [LOKASI]: (B8) Pit J, Disposal"
8238219,Non TBC,SLM blm dilakukan inspeksi,(B PMO) Office,Office KDC,"(B PMO) Office, Office KDC","[DESKRIPSI]: SLM blm dilakukan inspeksi [LOKASI]: (B PMO) Office, Office KDC"
8241374,Non TBC,Ditemukan tools tidak layak,Office PT KDC,Akses dan Infrastruktur Office KDC,"Office PT KDC, Akses dan Infrastruktur Office KDC","[DESKRIPSI]: Ditemukan tools tidak layak [LOKASI]: Office PT KDC, Akses dan Infrastruktur Office KDC"
8241369,Non TBC,Apar TPS belum di inspeksi,Coal Hauling,Jalan Rinjani,"Coal Hauling, Jalan Rinjani","[DESKRIPSI]: Apar TPS belum di inspeksi [LOKASI]: Coal Hauling, Jalan Rinjani"
8239923,Non TBC,Safety line lepas,(B8) Area Kritis Blok 8,(B8) Drill & Blast,"(B8) Area Kritis Blok 8, (B8) Drill & Blast","[DESKRIPSI]: Safety line lepas [LOKASI]: (B8) Area Kritis Blok 8, (B8) Drill & Blast"
8239263,Non TBC,Lubang ledak belum disounding,(B8) Road Management,Jln. Anyer,"(B8) Road Management, Jln. Anyer","[DESKRIPSI]: Lubang ledak belum disounding [LOKASI]: (B8) Road Management, Jln. Anyer"
8238905,Non TBC,Terdapat palu yg sdh menjamur kepalanya,Main Workshop Pama,Area Parkiran Unit,"Main Workshop Pama, Area Parkiran Unit","[DESKRIPSI]: Terdapat palu yg sdh menjamur kepalanya [LOKASI]: Main Workshop Pama, Area Parkiran Unit"
8238523,Non TBC,Cutting wheel limit,Plant Road Management MTL,Batching Plant,"Plant Road Management MTL, Batching Plant","[DESKRIPSI]: Cutting wheel limit [LOKASI]: Plant Road Management MTL, Batching Plant"
8238520,Non TBC,Safety helmet tidak di simpan pada tempatnya,Towing Tug,TB PANCARAN 215,"Towing Tug, TB PANCARAN 215","[DESKRIPSI]: Safety helmet tidak di simpan pada tempatnya [LOKASI]: Towing Tug, TB PANCARAN 215"
8237887,Non TBC,"Kabel tidak terbungkus rapi bahaya kesetrum 
TBC",Aktivitas Area High Risk,IKDW Stage 4 KDC,"Aktivitas Area High Risk, IKDW Stage 4 KDC","[DESKRIPSI]: Kabel tidak terbungkus rapi bahaya kesetrum TBC [LOKASI]: Aktivitas Area High Risk, IKDW Stage 4 KDC"
8235071,Non TBC,Grizzly tersumbat,Coal Crushing Plant (CPP),Akses Jalan area CPP,"Coal Crushing Plant (CPP), Akses Jalan area CPP","[DESKRIPSI]: Grizzly tersumbat [LOKASI]: Coal Crushing Plant (CPP), Akses Jalan area CPP"
8234903,Non TBC,Penem0atan barang tdk ada demarkasi dan rawan terjatuh menimpa orang,Warehouse Workshop Pama,Warehouse PAMA,"Warehouse Workshop Pama, Warehouse PAMA","[DESKRIPSI]: Penem0atan barang tdk ada demarkasi dan rawan terjatuh menimpa orang [LOKASI]: Warehouse Workshop Pama, Warehouse PAMA"
7316601,5. Deviasi Loading/Dumping,Dumping tumpuk-tumpuk (freedump) diarea disposal buttrest,,,,[DESKRIPSI]: Dumping tumpuk-tumpuk (freedump) diarea disposal buttrest
8239621,Non TBC,Kipas angin belum dilakukan inspeksi,(B8) Warehouse PAMA,Area Stock / Spare Part,"(B8) Warehouse PAMA, Area Stock / Spare Part","[DESKRIPSI]: Kipas angin belum dilakukan inspeksi [LOKASI]: (B8) Warehouse PAMA, Area Stock / Spare Part"
8238717,Non TBC,Tinggi bundwall tidak standar,Disposal IPD L,Front Dumping Kering,"Disposal IPD L, Front Dumping Kering","[DESKRIPSI]: Tinggi bundwall tidak standar [LOKASI]: Disposal IPD L, Front Dumping Kering"
8238710,Non TBC,Tinggi Bundwall tidak standar,Disposal IPD L,Front Dumping Kering,"Disposal IPD L, Front Dumping Kering","[DESKRIPSI]: Tinggi Bundwall tidak standar [LOKASI]: Disposal IPD L, Front Dumping Kering"
8238149,Non TBC,belum dilakukan inspeksi,Klinik,Klinik PT. MTN 056 SMO,Klinik PT. MTN 056 SMO,[DESKRIPSI]: belum dilakukan inspeksi [LOKASI]: Klinik PT. MTN 056 SMO
8236361,Non TBC,Terdapat rambu arah miring mengarah jatuh mohon perbaikan,(B PMO) Hauling Road,Simpang Papua KDC,"(B PMO) Hauling Road, Simpang Papua KDC","[DESKRIPSI]: Terdapat rambu arah miring mengarah jatuh mohon perbaikan [LOKASI]: (B PMO) Hauling Road, Simpang Papua KDC"
8236062,Non TBC,Tang rusak tidak layak pakai,Office Plant Pama,Infrastruktur Office Plant PAMA,Infrastruktur Office Plant PAMA,[DESKRIPSI]: Tang rusak tidak layak pakai [LOKASI]: Infrastruktur Office Plant PAMA
8235055,5. Deviasi Loading/Dumping,Bendera limiter belum terupdate,Pit EFG,Front Dumping PAMA,"Pit EFG, Front Dumping PAMA","[DESKRIPSI]: Bendera limiter belum terupdate [LOKASI]: Pit EFG, Front Dumping PAMA"
8237667,Non TBC,Form Inspeksi Oil Trap Bulan Februai belum tersedia,(B8) Gudang Handak,Mixing Plant B8,"(B8) Gudang Handak, Mixing Plant B8","[DESKRIPSI]: Form Inspeksi Oil Trap Bulan Februai belum tersedia [LOKASI]: (B8) Gudang Handak, Mixing Plant B8"
8237378,Non TBC,sampah tidak di buang pada tempatnya,Mess,[BUMA] Mess Kalimantan,[BUMA] Mess Kalimantan,[DESKRIPSI]: sampah tidak di buang pada tempatnya [LOKASI]: [BUMA] Mess Kalimantan
8241357,Non TBC,KIP apar belum di update,Pit Stop KM 5 FAD,Parkiran Unit,"Pit Stop KM 5 FAD, Parkiran Unit","[DESKRIPSI]: KIP apar belum di update [LOKASI]: Pit Stop KM 5 FAD, Parkiran Unit"
8240853,14. Technology,wajah operator tidak terpantau jelas oleh kamera DMS,Lokasi by DMS,Detail Lokasi by DMS,Detail Lokasi by DMS,[DESKRIPSI]: wajah operator tidak terpantau jelas oleh kamera DMS [LOKASI]: Detail Lokasi by DMS
8240091,Non TBC,sampah di area kerja tidak di hausekeeping,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: sampah di area kerja tidak di hausekeeping [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8240076,Non TBC,sampah di area kerja belum di hausekeeping,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: sampah di area kerja belum di hausekeeping [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8239948,Non TBC,Jalan terpantau kering dan debu mulai naik,(B PMO) Hauling Road,Jalan Hauling Agatis KDC,"(B PMO) Hauling Road, Jalan Hauling Agatis KDC","[DESKRIPSI]: Jalan terpantau kering dan debu mulai naik [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Agatis KDC"
8239798,Non TBC,Perbaikan Dz. 375 belum terpasang demarkasi,(B PMO) Pit K1,Change Shift Pit K1 KDC,"(B PMO) Pit K1, Change Shift Pit K1 KDC","[DESKRIPSI]: Perbaikan Dz. 375 belum terpasang demarkasi [LOKASI]: (B PMO) Pit K1, Change Shift Pit K1 KDC"
8239782,Non TBC,Perbaikan DZ. 375 Belum terpasang demarkasi,(B PMO) Pit K1,Change Shift Pit K1 KDC,"(B PMO) Pit K1, Change Shift Pit K1 KDC","[DESKRIPSI]: Perbaikan DZ. 375 Belum terpasang demarkasi [LOKASI]: (B PMO) Pit K1, Change Shift Pit K1 KDC"
8239721,Non TBC,Kurangnya Latihan Keterampilan,(B8) Container big Digger,Yard Komponen,"(B8) Container big Digger, Yard Komponen","[DESKRIPSI]: Kurangnya Latihan Keterampilan [LOKASI]: (B8) Container big Digger, Yard Komponen"
8239065,Non TBC,akses jalan menuju disposal licin pasca hujan,Handling Soil East KDC,Akses Front East Menuju Stocksoil,"Handling Soil East KDC, Akses Front East Menuju Stocksoil","[DESKRIPSI]: akses jalan menuju disposal licin pasca hujan [LOKASI]: Handling Soil East KDC, Akses Front East Menuju Stocksoil"
8238817,Non TBC,Buang sampah ke tempat B3,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Buang sampah ke tempat B3 [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8238705,Non TBC,Jalan andulating,(B8) Road Management,Jln. Malioboro,"(B8) Road Management, Jln. Malioboro","[DESKRIPSI]: Jalan andulating [LOKASI]: (B8) Road Management, Jln. Malioboro"
8237551,Non TBC,Tali tambat tidak dirapikan setelah digunakan,Assist Tug Sungai,TB TENANG 1602,"Assist Tug Sungai, TB TENANG 1602","[DESKRIPSI]: Tali tambat tidak dirapikan setelah digunakan [LOKASI]: Assist Tug Sungai, TB TENANG 1602"
8237024,Non TBC,Ember bukan tempatnya,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: Ember bukan tempatnya [LOKASI]: Towing Tug, TB KSA 105"
